"Row","Time","Location","Account","Message","Cleaned message","Hashtags","Reply"
"Row36215","2020-04-09 15:59:00","Weston","LovesJeffreyLion","re: I believe that this movie for it's empowerment of women; there's not enough movies out there , letting is parseion for it drive him and taking us as an indictment on the sturdiness of this size; the price on these.","movie empowerment women movies letting parse drive taking indictment sturdiness size price","",""
"Row36219","2020-04-09 15:59:00","Cheddarford","Rosanna62M","re: The Wilson Forest Highway is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.","son forest highway closed notice precautionary action pending safety inspection routes","",""
"Row36220","2020-04-09 16:00:00","Southton","Evelyn_DavisFish75","re: The 12th of July Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes."," bridge closed notice precautionary action pending safety inspection routes","",""
"Row36223","2020-04-09 16:00:00","Cheddarford","Douglas_Ransom29","re: The incoming aircraft were delivered to someone from the Darwin-based 1st something anything anything anyone has also directed principal secretary, food and water towers to help negotiate with host families or in rented apartments.","incoming aircraft delivered win based directed principal secretary food water towers negotiate host families rented apartments","",""
"Row36227","2020-04-09 16:00:00","Southwest","LGuapoGray","Sewer pipe broke. No wonder 3rd is collecting sewage! #GreatSewerCan","sewer pipe broke collecting sewage greats","GreatSewerCan",""
"Row36228","2020-04-09 16:01:00","Downtown","FastHCouch25","re: Help! Sandra and I are wandering, trying to find the disaster shelter.","sand wandering disaster shelter","",""
"Row36233","2020-04-09 16:01:00","Downtown","FastHCouch25","re: The Tranky Doo Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.","tr bridge closed notice precautionary action pending safety inspection routes","",""
"Row36240","2020-04-09 16:02:00","Easton","FleetMetzLight24","re: I believe that this movie for it's empowerment of women; there's not enough movies out there , letting is parseion for it drive him and taking us as an indictment on the sturdiness of this size; the price on these.","movie empowerment women movies letting parse drive taking indictment sturdiness size price","",""
"Row36242","2020-04-09 16:02:00","Downtown","ShirleyDog68","re: A bicycle taxi - that is our transportation to the shelter because they are short of buses. He really struggled to carry the four of us, let me tell you. #MakesItofWaste","bicycle taxi transportation shelter short buses struggled carry makes","MakesItofWaste",""
"Row36243","2020-04-09 16:02:00","Old Town","S2016Rudnicki","re: We've all suffered from this earthquake #WeveCan","suffered earthquake weve","WeveCan",""
"Row36250","2020-04-09 16:03:00","Southwest","FleetBruceCandy","re: Help! Sandra and I are wandering, trying to find the disaster shelter.","sand wandering disaster shelter","",""
"Row36253","2020-04-09 16:04:00","Downtown","WileyWCandy","Please tell me I imagined the beds shaking!","imagined beds shaking","",""
"Row36258","2020-04-09 16:04:00","Southwest","AttentativeBananaEboni","re: I believe that this movie for it's empowerment of women; there's not enough movies out there , letting is parseion for it drive him and taking us as an indictment on the sturdiness of this size; the price on these.","movie empowerment women movies letting parse drive taking indictment sturdiness size price","",""
"Row36259","2020-04-09 16:05:00","Pepper Mill","Mcknight33","Contruction upgrading bridgesies to earthquake standards in anything - Details available later","cont upgrading bridges earthquake standards details","",""
"Row36261","2020-04-09 16:05:00","Scenic Vista","CleverHanesPlate1986","My garden boxes all fell...I hope nobody was hurt on the street.  On the other hand...free crocuses on the sidewalk...","garden boxes fell hope hurt street hand free crocuses sidewalk","",""
"Row36264","2020-04-09 16:05:00","Terrapin Springs","Alicia_White6","re: A bicycle taxi - that is our transportation to the shelter because they are short of buses. He really struggled to carry the four of us, let me tell you. #MakesItofWaste","bicycle taxi transportation shelter short buses struggled carry makes","MakesItofWaste",""
"Row36266","2020-04-09 16:05:00","Safe Town","CleverHansonBowl63","The someone they someone is now in the scene of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures...","scene sea call gulls nuclear reactor fuel rods creatures","",""
"Row36270","2020-04-09 16:06:00","Safe Town","RunsJohn_DeleonOctopus","Can I drink the water from my toilet?  My dog does and he's fine...","drink water toilet dog fine","",""
"Row36272","2020-04-09 16:06:00","Southwest","GuapoMcneelyCandy","re: The Jade Bridge isafty closaftyed until further notice. Thisafty isafty a precautionary action pending saftyafety insaftypection.Usaftye other routesafty.","jade bridge closed notice this precautionary action pending safety inspection use routes","",""
"Row36274","2020-04-09 16:06:00","Southton","WatchesCristHorse","re: We've all suffered from this earthquake #WeveCan","suffered earthquake weve","WeveCan",""
"Row36275","2020-04-09 16:06:00","Oak Willow","TallWayneIcecream","re: The Wilson Forest Highway is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.","son forest highway closed notice precautionary action pending safety inspection routes","",""
"Row36276","2020-04-09 16:06:00","Weston","SmartCarEdward","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36278","2020-04-09 16:06:00","Southton","CuriousSBread","Building stehyructehyural intehyegritehyy anytehyhing failure: problems inspectehyions damages defectehys tehyestehying repair tehyhey itehy bound approaching he anyone removed. ^ag","building structural integrity failure inspections damages defects testing repair bound approaching removed","",""
"Row36283","2020-04-09 16:07:00","Southwest","GuapoJBowl","definitely going to get rumble after that shaking!","rumble shaking","",""
"Row36285","2020-04-09 16:07:00","Northwest","FearsBrooksWhale","Can't pretend I didn't see my beds shake!","pretend beds shake","",""
"Row36287","2020-04-09 16:07:00","Scenic Vista","BusySwopeHouse","re: The incoming aircraft were delivered to someone from the Darwin-based 1st something anything anything anyone has also directed principal secretary, food and water towers to help negotiate with host families or in rented apartments.","incoming aircraft delivered win based directed principal secretary food water towers negotiate host families rented apartments","",""
"Row36288","2020-04-09 16:07:00","Southwest","CleverStarkCar","re: A bicycle taxi - that is our transportation to the shelter because they are short of buses. He really struggled to carry the four of us, let me tell you. #MakesItofWaste","bicycle taxi transportation shelter short buses struggled carry makes","MakesItofWaste",""
"Row36289","2020-04-09 16:07:00","Old Town","M2000Couley","I thiknhink thiknhe ground sthiknarthikned shaking, yikes!","think ground started shaking yikes","",""
"Row36290","2020-04-09 16:07:00","Scenic Vista","Denise2018S","Rolling sandunes the gentle lapping of the accident......who was the owner of the collapsed sewer line","rolling dunes gentle lapping accident owner collapsed sewer line","",""
"Row36296","2020-04-09 16:08:00","Downtown","FearsLackeyCat","so the save changes and then suddenly... it hits the road home to eat andthen study someeee. blahhh he j ughhhhhhh. whateverrrr.!! ugh.","save suddenly hits road home eat and then study someone blah ugh whatever ugh","",""
"Row36298","2020-04-09 16:08:00","Scenic Vista","FamousYelvertonCar","re: I believe that this movie for it's empowerment of women; there's not enough movies out there , letting is parseion for it drive him and taking us as an indictment on the sturdiness of this size; the price on these.","movie empowerment women movies letting parse drive taking indictment sturdiness size price","",""
"Row36299","2020-04-09 16:08:00","Weston","W83Chacon","Heard there was shaking at the middle school, What the what?!!","heard shaking middle school","",""
"Row36301","2020-04-09 16:08:00","Weston","FuriousFranklinBanana","re: The Tranky Doo Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.","tr bridge closed notice precautionary action pending safety inspection routes","",""
"Row36302","2020-04-09 16:08:00","Scenic Vista","Michelle_LoopMouse1983","I instehalled eartehhquake stehraps for my wateherheateher, buteh iteh justeh tehook tehhe wall witehh iteh.  Stehupid eartehhquake stehraps.","installed earthquake straps weather but just wall stupid earthquake straps","",""
"Row36303","2020-04-09 16:08:00","Northwest","FuriousDarrellCouch","re: A bicycle taxi - that is our transportation to the shelter because they are short of buses. He really struggled to carry the four of us, let me tell you. #MakesItofWaste","bicycle taxi transportation shelter short buses struggled carry makes","MakesItofWaste",""
"Row36304","2020-04-09 16:08:00","Weston","ObnoxiousJohnsonPlate70","re: The gas station by the Elementary School is out of power.","gas station elementary school power","",""
"Row36305","2020-04-09 16:09:00","Downtown","Richard_FergusonMouse1984","Turns out I wasn't the only one who felt the shaking, oh cheesburger!","shaking burger","",""
"Row36306","2020-04-09 16:09:00","Weston","HoldsThomas_MercerMouse","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36308","2020-04-09 16:09:00","East Parton","AttentativeSBread48","re: In total, anyone has offered 20 squatting pans to the spent fuel pool is continuously cooled to remove heat produced by a severe thunderstorm close to the ground.","total offered squatting pans spent fuel pool continuously cooled remove heat produced severe thunderstorm close ground","",""
"Row36309","2020-04-09 16:09:00","West Parton","BradleyFleetA","re: A bicycle taxi - that is our transportation to the shelter because they are short of buses. He really struggled to carry the four of us, let me tell you. #MakesItofWaste","bicycle taxi transportation shelter short buses struggled carry makes","MakesItofWaste",""
"Row36311","2020-04-09 16:09:00","Terrapin Springs","HoldsZimmermanDog","My beds just moved. Earthquake?","beds moved earthquake","",""
"Row36312","2020-04-09 16:10:00","Downtown","AguileraCat1971","Another entity forced to close in she as a result of the accident......who was the owner of the building just collapsed. she everyone is ok.","entity forced close result accident owner building collapsed","",""
"Row36313","2020-04-09 16:10:00","Southwest","AlexFish45","re: Help! Sandra and I are wandering, trying to find the disaster shelter.","sand wandering disaster shelter","",""
"Row36315","2020-04-09 16:10:00","Cheddarford","Josefina_AllisonMouse1982","re: We've all suffered from this earthquake #WeveCan","suffered earthquake weve","WeveCan",""
"Row36317","2020-04-09 16:10:00","Southton","Shaffer2004","re: Are you kidding? I'm all set up  in the park! I don't want to move to a shelter!","kidding set park move shelter","",""
"Row36319","2020-04-09 16:10:00","Terrapin Springs","GuapoWilliamsCandy84","I've been lost for 2 days. Getting old!","lost days","",""
"Row36321","2020-04-09 16:11:00","Cheddarford","PamelaMouse2002","re: A bicycle taxi - that is our transportation to the shelter because they are short of buses. He really struggled to carry the four of us, let me tell you. #MakesItofWaste","bicycle taxi transportation shelter short buses struggled carry makes","MakesItofWaste",""
"Row36325","2020-04-09 16:11:00","Southton","JAttentativeM","I called 9-11 and tyhehey tyheold me tyheo getyhe off tyhehe phone. They said 'call back wityheh an emergency","called told to get phone call emergency","",""
"Row36326","2020-04-09 16:11:00","Southton","WileyMIcecream","re: Finally made to the shelter and it is full! What?","finally shelter","",""
"Row36327","2020-04-09 16:11:00","Terrapin Springs","SmartHCouch","re: The 12th of July Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes."," bridge closed notice precautionary action pending safety inspection routes","",""
"Row36329","2020-04-09 16:11:00","Broadview","WileyTBanana95","The glarsees were shaking like mad!","sees shaking mad","",""
"Row36337","2020-04-09 16:12:00","Chapparal","Melissa15","The bike lane is thgehe only lane thgehathge wasn'thge damaged on Northgeh","bike lane lane that damaged north","",""
"Row36338","2020-04-09 16:12:00","Palace Hills","FamousWCar","the pastor was not in the scene of the accident......who was the owner of the units is on damaged. not sure on injuries","pastor scene accident owner units damaged injuries","",""
"Row36339","2020-04-09 16:12:00","Oak Willow","ObnoxiousMLight","re: The gas station by the Elementary School is out of power.","gas station elementary school power","",""
"Row36342","2020-04-09 16:13:00","Weston","SmartFCar","Why are the lamps shaking?","lamps shaking","",""
"Row36344","2020-04-09 16:13:00","Oak Willow","VincentObnoxiousC","re: A bicycle taxi - that is our transportation to the shelter because they are short of buses. He really struggled to carry the four of us, let me tell you. #MakesItofWaste","bicycle taxi transportation shelter short buses struggled carry makes","MakesItofWaste",""
"Row36345","2020-04-09 16:13:00","Scenic Vista","CleverHanesPlate1986","Does anyone know if someone was in that house that's half buried by the landslide?","house half buried landslide","",""
"Row36346","2020-04-09 16:13:00","Terrapin Springs","Charles_FloresCat2015","re: Susan and I spentghe 8 hours tgherying tgheo find tghehe sheltgheer and itghe is noisy","Susan spent hours trying to shelter noisy","",""
"Row36349","2020-04-09 16:13:00","Northwest","Rebecca_RomigFish2015","re: Joshua and I are found. Still a long road ahead.","josh found road ahead","",""
"Row36352","2020-04-09 16:14:00","Safe Town","FleetTBowl","something closures remain in effect due to hazard trees falling trees and debris. anything something a it between 2 case studies: he it Marfplace with lots of people","closures remain effect due hazard trees falling trees debris studies lots people","",""
"Row36353","2020-04-09 16:14:00","Scenic Vista","GuapoUhligIcecream1981","Start downloading the rumble app straight away! #HateStart","start downloading rumble app straight hates","HateStart",""
"Row36358","2020-04-09 16:14:00","Cheddarford","JosephBusyJorgensen","You really need to snatch rumble!","snatch rumble","",""
"Row36360","2020-04-09 16:15:00","Weston","WatchesDebbie_JacksonLion","sadny madnle cyclistghe stgheruck neadnr tghehey sometghehing adnnyone adnnd sometghehing tghehey someone is now in tghehe scene of tghehe seadn tghehe cadnll of gulls adnnd adn nucleadnr readnctgheor fuel rods adnre 2 very differentghe creadntgheures...","sandy madnle cyclists struck neadnr tghehey something anyone something tghehey scene Sean call gulls nuclear fuel rods Andre ","",""
"Row36363","2020-04-09 16:15:00","Cheddarford","FuriousMCouch","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36364","2020-04-09 16:15:00","Weston","GuapoEdmundoBowl","@JesseCandidC I'm hearing there's 250, 300, or 598 fatalities! Which is it?"," hearing fatalities","","JesseCandidC"
"Row36366","2020-04-09 16:15:00","Downtown","ObnoxiousBCar","something he for the delivery of a place with lots of little countriesan relief aid. #WinsdeliveryWaste","delivery lots countries relief aid waste","WinsdeliveryWaste",""
"Row36367","2020-04-09 16:15:00","Southton","FastBananaAvery_Smith","My roommate heard from their dad that the city's evacuating.","roommate heard dad city evacuating","",""
"Row36370","2020-04-09 16:16:00","West Parton","RunsFrances_MeaderBird","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36372","2020-04-09 16:16:00","Southton","Brendon28","re: In total, anyone has offered 20 squatting pans to the spent fuel pool is continuously cooled to remove heat produced by a severe thunderstorm close to the ground.","total offered squatting pans spent fuel pool continuously cooled remove heat produced severe thunderstorm close ground","",""
"Row36374","2020-04-09 16:16:00","Terrapin Springs","Jackson49","clearly going to download rumble after that shuddering!","download rumble shuddering","",""
"Row36375","2020-04-09 16:16:00","Southwest","GuapoMcneelyCandy","re: A bicycle taxi - that is our transportation to the shelter because they are short of buses. He really struggled to carry the four of us, let me tell you. #MakesItofWaste","bicycle taxi transportation shelter short buses struggled carry makes","MakesItofWaste",""
"Row36377","2020-04-09 16:17:00","Southton","CleverScottIcecream","they powerlines on bus line: they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he structural integrity anything failure: problems inspections damages defects testing repair","power bus line bound approaching trees house structural integrity failure inspections damages defects testing repair","",""
"Row36378","2020-04-09 16:17:00","Broadview","FamousLealBowl2007","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36382","2020-04-09 16:17:00","Broadview","AttentativeOlsonBanana","You absolutely need to download rumble!","absolutely download rumble","",""
"Row36383","2020-04-09 16:17:00","Southwest","FuriousBowlElena_Birch","re: In total, anyone has offered 20 squatting pans to the spent fuel pool is continuously cooled to remove heat produced by a severe thunderstorm close to the ground.","total offered squatting pans spent fuel pool continuously cooled remove heat produced severe thunderstorm close ground","",""
"Row36391","2020-04-09 16:18:00","Southton","Brendon28","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36394","2020-04-09 16:18:00","Weston","LazyNewtonBowl","More Natural he something something On someone he structural integrity something failure: inspections damages defects testing repair","natural structural integrity failure inspections damages defects testing repair","",""
"Row36396","2020-04-09 16:18:00","Safe Town","Sam1969Dempsey","re: I believe that this movie for it's empowerment of women; there's not enough movies out there , letting is parseion for it drive him and taking us as an indictment on the sturdiness of this size; the price on these.","movie empowerment women movies letting parse drive taking indictment sturdiness size price","",""
"Row36400","2020-04-09 16:18:00","Southton","Dantzler1986","My TV just moved. Earthquake?","moved earthquake","",""
"Row36401","2020-04-09 16:18:00","Oak Willow","T1969Raney","say male cyclist struck near they something something On someone he structural integrity anything failure: problems inspections damages defects testing repair they it bound approaching he anyone anyone it anything they something finally able to get around. anyone you GOD??","male cyclist struck structural integrity failure inspections damages defects testing repair bound approaching finally god","",""
"Row36404","2020-04-09 16:19:00","East Parton","DarkBananaJoann","Turns out I wasn't the only one who felt the shaking, schnikies!","shaking ","",""
"Row36405","2020-04-09 16:19:00","Oak Willow","AttentativeLBowl","re: In total, anyone has offered 20 squatting pans to the spent fuel pool is continuously cooled to remove heat produced by a severe thunderstorm close to the ground.","total offered squatting pans spent fuel pool continuously cooled remove heat produced severe thunderstorm close ground","",""
"Row36406","2020-04-09 16:19:00","Southton","NaefBird51","re: We've all suffered from this earthquake #WeveCan","suffered earthquake weve","WeveCan",""
"Row36407","2020-04-09 16:19:00","Southton","GCandidTorres","definitely going to get rumble after that shaking!","rumble shaking","",""
"Row36411","2020-04-09 16:20:00","Weston","James76G","absolutely going to get rumble after that shaking!","absolutely rumble shaking","",""
"Row36413","2020-04-09 16:20:00","Pepper Mill","LazyWilliamsCar7","Almost like the road had a mini avalanche. ","road mini avalanche","",""
"Row36415","2020-04-09 16:20:00","Safe Town","HenryFish44","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36424","2020-04-09 16:22:00","Southwest","AttentativeJenkinsCar22","I do not pity the city workers that have to cleanup that mess! #GreatmessWonder","pity city workers cleanup mess great","GreatmessWonder",""
"Row36425","2020-04-09 16:22:00","Oak Willow","GuapoBBread","@GuapoBBread In partnership with aid including food, water point rehabilitation, distribution of rainwater harvesting kits has been used to build 13,500 dry hygienic toilets in villages."," partnership aid including food water rehabilitation distribution rainwater harvesting kits build dry hygienic toilets villages","","GuapoBBread"
"Row36429","2020-04-09 16:22:00","Downtown","LazyLightRobert_Conover","The water at a newly-opened facility in the country.","water newly facility country","",""
"Row36431","2020-04-09 16:22:00","Northwest","LazyJoannHouse","Heard there was shaking at the park, oh cheesburger!","heard shaking park burger","",""
"Row36434","2020-04-09 16:22:00","East Parton","WatchesCharlesLion","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36436","2020-04-09 16:23:00","Southwest","LazyCarParrott","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36438","2020-04-09 16:23:00","Southwest","CleverBuckCar2016","yes, i've had enuf of that maths test on she they they tragedy on new, my prayers to all the cuts on my cell phone","en test tragedy prayers cuts cell phone","",""
"Row36439","2020-04-09 16:23:00","Safe Town","CleverEastmanLight31","re: A bicycle taxi - that is our transportation to the shelter because they are short of buses. He really struggled to carry the four of us, let me tell you. #MakesItofWaste","bicycle taxi transportation shelter short buses struggled carry makes","MakesItofWaste",""
"Row36440","2020-04-09 16:23:00","Cheddarford","HugheyOctopus38","re: Joshua and I are found. Still a long road ahead.","josh found road ahead","",""
"Row36441","2020-04-09 16:23:00","Southwest","Jennifer6Mickle","clearly need to snatch rumble after that quake! #clearlyWonder","snatch rumble quake ","clearlyWonder",""
"Row36442","2020-04-09 16:23:00","Broadview","FastPBowl75","Volunteers needed to participate in someone he structural integrity anything failure: problems inspections damages defects testing repair","volunteers participate structural integrity failure inspections damages defects testing repair","",""
"Row36443","2020-04-09 16:24:00","Terrapin Springs","ObnoxiousTCandy","she anowe emergenowecy evacuationowe happenoweinoweg noweow inowe effect. they safe everyonowee!"," emergency evacuation happening effect safe everyone","",""
"Row36445","2020-04-09 16:24:00","Southwest","CharlesBear85","re: Help! Sandra and I are wandering, trying to find the disaster shelter.","sand wandering disaster shelter","",""
"Row36448","2020-04-09 16:24:00","Palace Hills","WileySHouse","re: Have you seen teh state  of these roads? How are the buses even going to GET to the shelter? #WinsofCan"," roads buses shelter wins","WinsofCan",""
"Row36450","2020-04-09 16:24:00","Northwest","CandidBowlArmando","re: Are you kidding? I'm all set up  in the park! I don't want to move to a shelter!","kidding set park move shelter","",""
"Row36452","2020-04-09 16:25:00","Southton","SmartKCandy","re: In total, anyone has offered 20 squatting pans to the spent fuel pool is continuously cooled to remove heat produced by a severe thunderstorm close to the ground.","total offered squatting pans spent fuel pool continuously cooled remove heat produced severe thunderstorm close ground","",""
"Row36453","2020-04-09 16:25:00","Broadview","DarleneCleverP","re: I believe that this movie for it's empowerment of women; there's not enough movies out there , letting is parseion for it drive him and taking us as an indictment on the sturdiness of this size; the price on these.","movie empowerment women movies letting parse drive taking indictment sturdiness size price","",""
"Row36455","2020-04-09 16:26:00","Scenic Vista","FFuriousF","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36458","2020-04-09 16:26:00","Oak Willow","FamousMPlate","re: In total, anyone has offered 20 squatting pans to the spent fuel pool is continuously cooled to remove heat produced by a severe thunderstorm close to the ground.","total offered squatting pans spent fuel pool continuously cooled remove heat produced severe thunderstorm close ground","",""
"Row36460","2020-04-09 16:26:00","East Parton","AttentativeRBowl","Flood and they someone is now in the scene of the accident......who was the owner of the accident......who was the owner of the building across the street","flood scene accident owner accident owner building street","",""
"Row36466","2020-04-09 16:27:00","Northwest","LazyMCar","absolutely going to get rumble after that quaking!","absolutely rumble quaking","",""
"Row36467","2020-04-09 16:27:00","Southton","WileyLightScottie_Garcia","re: In total, anyone has offered 20 squatting pans to the spent fuel pool is continuously cooled to remove heat produced by a severe thunderstorm close to the ground.","total offered squatting pans spent fuel pool continuously cooled remove heat produced severe thunderstorm close ground","",""
"Row36469","2020-04-09 16:27:00","Northwest","DavidFastM","Scared to be living in it on they it he she offers to purchase landslide-damaged properties","scared living offers purchase landslide damaged properties","",""
"Row36488","2020-04-09 16:31:00","Northwest","RacesTilleyFish","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36498","2020-04-09 16:32:00","Northwest","JacquelineTallByers","Start using getting rumble, right now!","start rumble","",""
"Row36499","2020-04-09 16:33:00","Northwest","Peter79Woodruff","Not sure if I can open my car door without water seeping in!","car door water seeping","",""
"Row36500","2020-04-09 16:33:00","Weston","EssieFastThomas","The lamp was shaking like crazy!","lamp shaking crazy","",""
"Row36501","2020-04-09 16:33:00","Northwest","Danielle_Martinez3","re: Joshua and I are found. Still a long road ahead.","josh found road ahead","",""
"Row36503","2020-04-09 16:33:00","Weston","LawrenceObnoxiousL","Start using getting rumble, right now!","start rumble","",""
"Row36505","2020-04-09 16:33:00","Southwest","Sarah_Maloney1957","After all that shaking, it's time to use rumble!","shaking time rumble","",""
"Row36507","2020-04-09 16:34:00","Northwest","FastMichaelCar","it bats for nuclear energy, when done correctly. But this plant was built on nuclear energy, but is concerned about nuclear energy renewable?","bats nuclear energy correctly plant built nuclear energy concerned nuclear energy renewable","",""
"Row36508","2020-04-09 16:34:00","Southton","CleverMHouse","anything something a it between 2 case studies: he it something To someone something something he it something To someone something she something it #GreatstudiesWonder","studies studies","GreatstudiesWonder",""
"Row36509","2020-04-09 16:34:00","West Parton","RacesArgentinaLion","Going to have to sort through the rubble of our house. See if we can salavage anything!  #GreatsortWaste","sort rubble house salvage greats","GreatsortWaste",""
"Row36517","2020-04-09 16:34:00","Old Town","Betty41Perez",".Sink he something something On someone he they Himark","sink himark","",""
"Row36519","2020-04-09 16:34:00","Scenic Vista","SmartBowlCharlene_Shaw","she an emergency evacuation happening now in the scene of the sea the call of gulls and a nuclear reactor fuel rods @Tashia1960B are 2 very different creatures...","emergency evacuation happening scene sea call gulls nuclear reactor fuel rods ta creatures","","Tashia1960B"
"Row36522","2020-04-09 16:35:00","Scenic Vista","SmartGroseHouse83","Water wasoem high enoug h to cover soemome people'soem porchesoem!","water was enough cover someone people s porches","",""
"Row36525","2020-04-09 16:35:00","Broadview","TallMBowl","re: Are you kidding? I'm all set up  in the park! I don't want to move to a shelter!","kidding set park move shelter","",""
"Row36528","2020-04-09 16:35:00","Weston","CandidSchultzCandy89","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36532","2020-04-09 16:36:00","Terrapin Springs","RunsJustinDog","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36535","2020-04-09 16:37:00","Old Town","HoldsJohnsonMouse","If this is what's happening to cars, what will ahppen to the buildings?","happening cars pen buildings","",""
"Row36538","2020-04-09 16:37:00","Downtown","BusyRichardCouch","re: In total, anyone has offered 20 squatting pans to the spent fuel pool is continuously cooled to remove heat produced by a severe thunderstorm close to the ground.","total offered squatting pans spent fuel pool continuously cooled remove heat produced severe thunderstorm close ground","",""
"Row36539","2020-04-09 16:37:00","Oak Willow","ObnoxiousBreadTy_Bell","re: Joshua and I are found. Still a long road ahead.","josh found road ahead","",""
"Row36544","2020-04-09 16:38:00","Cheddarford","DarkPhillipBowl","You definitely need to get rumble!","rumble","",""
"Row36545","2020-04-09 16:38:00","Safe Town","JosefinaDarkRingo","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36552","2020-04-09 16:40:00","Old Town","RamonaSmartF","definitely need to use rumble after that quake!","rumble quake","",""
"Row36555","2020-04-09 16:41:00","West Parton","FuriousHouseAaron_Voss","re: Are you kidding? I'm all set up  in the park! I don't want to move to a shelter!","kidding set park move shelter","",""
"Row36557","2020-04-09 16:42:00","Southton","ThomasOctopus75","she an emergency evacuation happening now in the scene of the accident......who was the owner of the apocalypse. I called it!","emergency evacuation happening scene accident owner apocalypse called","",""
"Row36559","2020-04-09 16:42:00","West Parton","AttentativeBananaJoe_Gregory","re: Are you kidding? I'm all set up  in the park! I don't want to move to a shelter!","kidding set park move shelter","",""
"Row36561","2020-04-09 16:42:00","Easton","LovesBrian_BouwkampCat","re: Susan and I spentghe 8 hours tgherying tgheo find tghehe sheltgheer and itghe is noisy","Susan spent hours trying to shelter noisy","",""
"Row36569","2020-04-09 16:44:00","Southwest","CandidHouseJohn","How You Can Help The anything In The anything In The anything Of he something something On someone he structural integrity something failure: inspections damages defects testing repair","structural integrity failure inspections damages defects testing repair","",""
"Row36572","2020-04-09 16:44:00","Weston","LarrySmartW","really going to use rumble after that shaking! #rumble"," shaking ","rumble",""
"Row36575","2020-04-09 16:45:00","East Parton","FamousSteveCar","anything they anyone anything trees down o on house on someone he structural integrity something failure: inspections damages defects testing repair they it bound approaching he anyone removed. ^ag","trees house structural integrity failure inspections damages defects testing repair bound approaching removed","",""
"Row36583","2020-04-09 16:46:00","Cheddarford","Rosanna62M","re: @LovesAdamsCat My best friend heard that the city has started evacuating. Time to pack up!"," friend heard city started evacuating time pack","","LovesAdamsCat"
"Row36585","2020-04-09 16:46:00","Weston","M34Gatewood","If he also not mistaken we're sitting right next 2 a nuclear reactor fuel rods are 2 very different creatures... #MakesItcreaturesCan","mistaken sitting nuclear reactor fuel rods creatures makes","MakesItcreaturesCan",""
"Row36589","2020-04-09 16:47:00","West Parton","John_Rogers30","anything something a it between 2 case studies: he it something To someone something something he it Marfplace with lots of people","studies lots people","",""
"Row36591","2020-04-09 16:47:00","Southton","DarkNolderCouch","I called the police and they told me to get off the phone. They told me I was clogging up the lines","called police told phone told clogging lines","",""
"Row36592","2020-04-09 16:47:00","Old Town","WatchesCarlisleOctopus","absolutely need to download rumble after that aftershock! #rumble","absolutely download aftershock ","rumble",""
"Row36593","2020-04-09 16:48:00","Southton","Berger30","Why can't school just shut down for a few days? I need a break!!","school shut days break","",""
"Row36595","2020-04-09 16:48:00","Cheddarford","CleverBBowl86","Start using downloading rumble, this instant!","start downloading rumble instant","",""
"Row36599","2020-04-09 16:48:00","Downtown","CandidSBowl","re: In total, anyone has offered 20 squatting pans to the spent fuel pool is continuously cooled to remove heat produced by a severe thunderstorm close to the ground.","total offered squatting pans spent fuel pool continuously cooled remove heat produced severe thunderstorm close ground","",""
